dataset,run,window_sec,held_out,feature_group,scheme,n_train_windows,delta,condition_number,threshold,inflation_ratio,fp,n_windows,fp_rate
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + kurtosis (control),ledoit_wolf,15,0.52,2.8461578260085827,2.95569931833806,0.08705331584094386,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + kurtosis (control),cond_target,15,0.02,98.76670387627121,2.5554293861118995,0.09015629198712219,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + centroid (problem),empirical,15,0.0,547834508.0408934,2.436956154400206,1.7524310914766803,3,3,1.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + centroid (problem),ledoit_wolf,15,0.2367,7.448887157923967,2.1489156691452806,0.6310029648523209,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + centroid (problem),cond_target,15,0.02,98.99998211138933,2.027905602925683,0.6310034810787322,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,crest + centroid (counterexample),empirical,15,0.0,975.5520118223653,2.350155240157412,0.8852154410174893,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,crest + centroid (counterexample),ledoit_wolf,15,0.2378,7.355852249847026,2.1526969151127706,0.6335074728588644,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,crest + centroid (counterexample),cond_target,15,0.02,89.87992029033587,2.0580311146086316,0.6674686152852095,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + kurtosis (control),empirical,15,0.0,33216.09646593216,2.578396565824812,0.38795576201779,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + kurtosis (control),ledoit_wolf,15,0.548,2.649509105122115,3.0206896316728846,0.3180856109877317,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + kurtosis (control),cond_target,15,0.02,98.70583906277982,2.586799080813315,0.31831059066298734,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + centroid (problem),empirical,15,0.0,285837150.76507705,2.3634726268289814,0.32568663441384427,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + centroid (problem),ledoit_wolf,15,0.2058,8.718853233960715,2.1060230619269524,0.32217741992329557,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,RMS + centroid (problem),cond_target,15,0.02,98.99996571475549,2.004784636346027,0.3221774214714597,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,crest + centroid (counterexample),empirical,15,0.0,1190.6643593058084,2.362473145378344,0.3338554365657752,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,crest + centroid (counterexample),ledoit_wolf,15,0.2064,8.62867389128469,2.1076380449580845,0.32201164461425014,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.52.39.txt,crest + centroid (counterexample),cond_target,15,0.02,91.40112364950899,2.019938988241379,0.32011093907295995,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + kurtosis (control),empirical,15,0.0,3709.458955827315,2.1169366662169216,4.147591077818737,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + kurtosis (control),ledoit_wolf,15,0.1386,13.382188949064151,1.848853818151744,4.798208259512021,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + kurtosis (control),cond_target,15,0.02,96.42678072320955,1.8007168932839954,4.779513395015079,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + centroid (problem),empirical,15,0.0,274655229.7347819,2.602335399528225,0.5897154633492786,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + centroid (problem),ledoit_wolf,15,0.3323,5.01899418505314,2.5765020211877854,0.5139276136419962,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,RMS + centroid (problem),cond_target,15,0.02,98.99996431891549,2.364608748597174,0.5139276412617004,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,crest + centroid (counterexample),empirical,15,0.0,2933.7578116281265,2.475640890867086,1.9841421031133544,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,crest + centroid (counterexample),ledoit_wolf,15,0.3326,5.005732407730747,2.5768198687447015,0.5204463325997106,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.02.39.txt,crest + centroid (counterexample),cond_target,15,0.02,95.7686176712083,2.3688725959934276,0.629410892856592,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.12.39.txt,RMS + kurtosis (control),empirical,15,0.0,44270.23017719,2.556510354195724,0.45621478998972426,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.11.12.39.txt,RMS + kurtosis (control),ledoit_wolf,15,0.5271,2.794057840781558,2.9709872381156663,0.06423975905310945,0,3,0.0
