cfg,val_fp,val_pct_mean,test_fp,test_pct_mean,test_pct_max,test_pct_q90,n_tied_at_min,seconds,design,method,replicate,fit_files,val_files,test_files,test_windows
"(100, 1.0)",0.09523809523809523,0.6637512147716228,0.07142857142857142,0.717201166180758,1.0,0.9795918367346939,1,1.0093892999998388,A,forest,14,7,3,2,14
"(200, 0.5)",0.0,0.532555879494655,0.07142857142857142,0.641399416909621,0.9795918367346939,0.8918367346938776,6,1.0350646000001689,A,forest,15,7,3,2,14
"(200, 0.5)",0.0,0.37123420796890183,0.07142857142857142,0.6209912536443148,0.9795918367346939,0.9326530612244899,6,1.004239200000029,A,forest,16,7,3,2,14
"(200, 0.5)",0.0,0.5179786200194363,0.0,0.6253644314868804,0.9387755102040817,0.8857142857142858,6,0.994332299999769,A,forest,17,7,3,2,14
"(200, 0.5)",0.0,0.5296404275996112,0.07142857142857142,0.6516034985422741,0.9795918367346939,0.9122448979591837,6,1.031663600000229,A,forest,18,7,3,2,14
"(200, 0.5)",0.0,0.531584062196307,0.0,0.6355685131195336,0.9591836734693877,0.8918367346938776,6,1.0484912000001714,A,forest,19,7,3,2,14
"(200, 0.5)",0.0,0.5889212827988339,0.07142857142857142,0.6603498542274052,0.9795918367346939,0.9183673469387755,5,1.015277099999821,A,forest,20,7,3,2,14
"(200, 0.5)",0.0,0.6656948493683187,0.0,0.6763848396501457,0.9387755102040817,0.9122448979591837,5,0.9933297999996284,A,forest,21,7,3,2,14
"(200, 0.8)",0.047619047619047616,0.5626822157434402,0.07142857142857142,0.6749271137026238,1.0,0.9795918367346939,1,1.0126668999996582,A,forest,22,7,3,2,14
"(200, 0.5)",0.0,0.41399416909620995,0.0,0.6224489795918368,0.9795918367346939,0.9183673469387755,6,1.0556679000001168,A,forest,23,7,3,2,14
"(200, 0.5)",0.0,0.4859086491739552,0.0,0.6370262390670554,0.9795918367346939,0.9591836734693877,4,1.0483832999998413,A,forest,24,7,3,2,14
"(200, 0.5)",0.0,0.490767735665695,0.07142857142857142,0.6034985422740525,1.0,0.9612244897959185,6,0.9886547999999493,A,forest,25,7,3,2,14
"(200, 0.5)",0.14285714285714285,0.640427599611273,0.07142857142857142,0.6880466472303206,1.0,0.9530612244897959,4,1.0389348000003338,A,forest,26,7,3,2,14
"(200, 0.5)",0.0,0.4868804664723032,0.0,0.6457725947521865,0.9795918367346939,0.8979591836734694,6,1.0661462000002757,A,forest,27,7,3,2,14
"(100, 0.5)",0.0,0.44023323615160354,0.14285714285714285,0.6282798833819242,1.0,0.9795918367346939,1,1.0274201999995967,A,forest,28,7,3,2,14
"(200, 0.5)",0.0,0.4781341107871719,0.0,0.6253644314868804,0.9795918367346939,0.8163265306122449,6,1.040839700000106,A,forest,29,7,3,2,14
"(200, 0.5)",0.0,0.4334305150631682,0.0,0.6166180758017493,0.9183673469387755,0.8775510204081632,6,1.0958352000002378,A,forest,30,7,3,2,14
"(200, 0.5)",0.0,0.5393586005830903,0.0,0.6195335276967932,0.9795918367346939,0.9183673469387755,6,1.0782137000001057,A,forest,31,7,3,2,14
"(200, 0.5)",0.0,0.4509232264334306,0.0,0.6166180758017493,0.9591836734693877,0.9408163265306123,6,1.0471929000000273,A,forest,32,7,3,2,14
"(200, 0.5)",0.0,0.49854227405247803,0.07142857142857142,0.6355685131195336,0.9795918367346939,0.8918367346938776,2,1.0733820999998898,A,forest,33,7,3,2,14
"(200, 0.5)",0.0,0.3994169096209912,0.07142857142857142,0.6209912536443147,1.0,0.9183673469387755,6,1.1151890999999523,A,forest,34,7,3,2,14
"(200, 0.8)",0.047619047619047616,0.46841593780369284,0.07142857142857142,0.6559766763848397,1.0,0.9795918367346939,3,1.0858895000001212,A,forest,35,7,3,2,14
"(200, 0.5)",0.0,0.5442176870748299,0.0,0.6370262390670555,0.9795918367346939,0.8938775510204082,6,1.0892853000000287,A,forest,36,7,3,2,14
"(200, 0.8)",0.047619047619047616,0.6656948493683188,0.07142857142857142,0.6865889212827989,1.0,0.9265306122448981,2,1.0821170999997776,A,forest,37,7,3,2,14
"(200, 0.5)",0.0,0.44606413994169086,0.07142857142857142,0.6034985422740525,0.9795918367346939,0.9122448979591837,6,1.1587729000002582,A,forest,38,7,3,2,14
"(200, 0.5)",0.0,0.4188532555879495,0.0,0.6166180758017493,0.9795918367346939,0.9469387755102041,6,1.0910570000000916,A,forest,39,7,3,2,14
"(200, 0.5)",0.0,0.5830903790087463,0.0,0.6603498542274053,0.9591836734693877,0.8979591836734694,6,1.0437391000000389,A,forest,40,7,3,2,14
"(200, 0.5)",0.0,0.5102040816326531,0.07142857142857142,0.6268221574344023,0.9795918367346939,0.8367346938775511,6,1.0584635000000162,A,forest,41,7,3,2,14
"(200, 0.5)",0.0,0.565597667638484,0.07142857142857142,0.6618075801749271,0.9795918367346939,0.9061224489795919,6,1.125713099999757,A,forest,42,7,3,2,14
"(200, 0.5)",0.14285714285714285,0.5286686103012634,0.07142857142857142,0.6574344023323615,1.0,0.9734693877551021,4,1.0791033000000425,A,forest,43,7,3,2,14
"(200, 0.5)",0.0,0.44217687074829937,0.07142857142857142,0.631195335276968,1.0,0.9183673469387755,2,1.0889274000001024,A,forest,44,7,3,2,14
"(200, 0.5)",0.0,0.5306122448979591,0.07142857142857142,0.673469387755102,1.0,0.9673469387755103,6,1.117450799999915,A,forest,45,7,3,2,14
"(200, 0.5)",0.0,0.6287657920310981,0.0,0.6807580174927114,0.9591836734693877,0.8979591836734694,6,1.204552899999726,A,forest,46,7,3,2,14
"(100, 0.5)",0.047619047619047616,0.6239067055393586,0.14285714285714285,0.6967930029154518,1.0,0.9877551020408164,1,1.087022700000034,A,forest,47,7,3,2,14
"(200, 0.5)",0.0,0.5490767735665694,0.07142857142857142,0.6647230320699709,1.0,0.9591836734693877,6,1.1122192000002542,A,forest,48,7,3,2,14
"(200, 0.5)",0.0,0.49854227405247814,0.0,0.6428571428571429,0.9591836734693877,0.9122448979591837,6,1.1007635000000846,A,forest,49,7,3,2,14
"(200, 0.5)",0.0,0.5908649173955296,0.0,0.6559766763848396,0.9795918367346939,0.9612244897959185,5,1.0761523999999554,A,forest,0,7,3,2,14
"(100, 1.0)",0.047619047619047616,0.6413994169096209,0.07142857142857142,0.7172011661807579,0.9795918367346939,0.9795918367346939,1,1.0548420000000078,A,forest,1,7,3,2,14
"(200, 0.5)",0.0,0.4207968901846453,0.07142857142857142,0.6209912536443148,0.9795918367346939,0.9204081632653062,6,1.0579554999999345,A,forest,2,7,3,2,14
"(200, 0.5)",0.0,0.4314868804664723,0.0,0.6122448979591837,0.9795918367346939,0.8979591836734694,6,1.0579445999997006,A,forest,3,7,3,2,14
