n_train,n_train_actual,repeat,threshold,test_fp,test_pct_mean,variant
20,20,95,0.5790953356538444,0.0,0.6178571428571428,V1_window
20,20,96,0.5595422108430638,0.21428571428571427,0.6214285714285713,V1_window
20,20,97,0.6298547093733673,0.0,0.6464285714285715,V1_window
20,20,98,0.5833896815847186,0.0,0.6607142857142857,V1_window
20,20,99,0.5626988648932366,0.21428571428571427,0.6857142857142857,V1_window
20,20,100,0.5737342700800929,0.0,0.6178571428571428,V1_window
20,20,101,0.5955261901151423,0.0,0.6892857142857143,V1_window
20,20,102,0.5694613392195771,0.07142857142857142,0.5857142857142857,V1_window
20,20,103,0.5433868314514488,0.21428571428571427,0.675,V1_window
20,20,104,0.58713821939712,0.0,0.5964285714285714,V1_window
20,20,105,0.5916742620330543,0.0,0.6,V1_window
20,20,106,0.5809062231123333,0.07142857142857142,0.7035714285714285,V1_window
20,20,107,0.5869977841568236,0.0,0.7142857142857143,V1_window
20,20,108,0.5722869949799901,0.21428571428571427,0.6607142857142858,V1_window
20,20,109,0.5619946651483215,0.21428571428571427,0.7107142857142856,V1_window
20,20,110,0.6504323591613369,0.0,0.7071428571428572,V1_window
20,20,111,0.5653161508422918,0.21428571428571427,0.6428571428571429,V1_window
20,20,112,0.6164368199779291,0.0,0.7892857142857143,V1_window
20,20,113,0.6137132851773819,0.0,0.6678571428571428,V1_window
20,20,114,0.6008799489394641,0.0,0.7142857142857143,V1_window
20,20,115,0.5484734795063279,0.07142857142857142,0.5214285714285715,V1_window
20,20,116,0.5587688960612521,0.07142857142857142,0.5928571428571427,V1_window
20,20,117,0.5837818958820107,0.0,0.5785714285714285,V1_window
20,20,118,0.5826373755357299,0.0,0.7,V1_window
20,20,119,0.5845672880880061,0.0,0.6678571428571428,V1_window
20,20,120,0.5898280965896084,0.0,0.7178571428571426,V1_window
20,20,121,0.583991553763971,0.0,0.6178571428571428,V1_window
20,20,122,0.5511841303706526,0.21428571428571427,0.6,V1_window
20,20,123,0.577990000786312,0.0,0.5357142857142857,V1_window
20,20,124,0.5905455588316935,0.0,0.6285714285714284,V1_window
20,20,125,0.5698415120986055,0.07142857142857142,0.5821428571428572,V1_window
20,20,126,0.5993824687094935,0.0,0.6464285714285714,V1_window
20,20,127,0.5844021820860895,0.07142857142857142,0.6571428571428571,V1_window
20,20,128,0.6245100087815927,0.0,0.7,V1_window
20,20,129,0.5730726409371322,0.21428571428571427,0.6607142857142857,V1_window
20,20,130,0.5876706094512556,0.0,0.6107142857142857,V1_window
20,20,131,0.5726287018047118,0.0,0.525,V1_window
20,20,132,0.5936288198949567,0.07142857142857142,0.7142857142857143,V1_window
20,20,133,0.5398470225402818,0.14285714285714285,0.6214285714285716,V1_window
20,20,134,0.6274704693082394,0.0,0.725,V1_window
20,20,135,0.5730218314970282,0.14285714285714285,0.6392857142857142,V1_window
20,20,136,0.5740810107936404,0.14285714285714285,0.6749999999999999,V1_window
20,20,137,0.5633242501715787,0.42857142857142855,0.7035714285714285,V1_window
20,20,138,0.5688141108307345,0.0,0.5678571428571428,V1_window
20,20,139,0.5969654541006687,0.21428571428571427,0.8214285714285714,V1_window
