dataset,condition,held_out,detector,k_bearings,n_train,test_fp
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.15
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.36666666666666664
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.4666666666666667
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.4666666666666667
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.26666666666666666
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.26666666666666666
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.5666666666666667
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.31666666666666665
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.75
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.3333333333333333
XJTU-SY,40Hz10kN,Bearing3_2,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_2,B_mahalanobis,4,20,0.36666666666666664
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,1,20,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,1,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.16216216216216217
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.7567567567567568
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.16216216216216217
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.1891891891891892
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.05405405405405406
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.6216216216216216
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.10810810810810811
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.6216216216216216
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.1891891891891892
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.24324324324324326
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.13513513513513514
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.3783783783783784
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.1891891891891892
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.05405405405405406
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.8648648648648649
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,2,20,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,2,20,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.918918918918919
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.9459459459459459
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.8108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,1.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.08108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.21621621621621623
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.16216216216216217
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.05405405405405406
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.8108108108108109
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.7297297297297297
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,3,18,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,3,18,0.02702702702702703
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,B_mahalanobis,4,20,0.0
XJTU-SY,40Hz10kN,Bearing3_3,A_rms_3sigma,4,20,0.0
